index,OPE ID_x,School,City_x,State,Zip Code,School Type,Loan Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,OPE ID_y,Address,City_y,StateCode,ZipCode,Province,Country,PostalCode
723,002150,FISHER COLLEGE - BOSTON,BOSTON,MA,2116,Private-Nonprofit,Subsidized,257,260,1177108.0,260,588555.0,,,,,,,,
729,006331,"LAWRENCE MEMORIAL HOSPITAL, SCHOOL OF NURSING",MEDFORD,MA,2155,Private-Nonprofit,Subsidized,183,183,627425.0,210,340874.0,,,,,,,,
730,002290,MICHIGAN STATE UNIVERSITY,EAST LANSING,MI,48824,Public,Subsidized,9250,9761,36222936.0,9761,19914634.0,,,,,,,,
731,002325,UNIVERSITY OF MICHIGAN,ANN ARBOR,MI,48109,Public,Subsidized,5908,5909,24726125.0,5937,12897782.0,,,,,,,,
733,002268,GRAND VALLEY ST UNIVERSITY,ALLENDALE,MI,49401,Public,Subsidized,6805,6805,29172690.0,6805,14918190.0,,,,,,,,
740,002314,SAGINAW VALLEY STATE UNIVERSITY,UNIVERSITY CENTER,MI,48710,Public,Subsidized,2379,2390,9859357.0,2390,4960306.0,,,,,,,,
741,002327,UNIVERSITY OF MICHIGAN - FLINT,FLINT,MI,48502,Public,Subsidized,1650,1650,6876812.0,1650,3608699.0,,,,,,,,
745,002326,UNIVERSITY OF MICHIGAN - DEARBORN,DEARBORN,MI,48128,Public,Subsidized,1569,1583,6175451.0,1583,3604524.0,,,,,,,,
774,006768,MID MICHIGAN COLLEGE,HARRISON,MI,48625,Public,Subsidized,421,421,1558771.0,421,779400.0,,,,,,,,
778,004071,WALSH COLLEGE OF ACCOUNTANCY & BUSINESS ADMINISTRATION,TROY,MI,48007,Private-Nonprofit,Subsidized,76,76,372198.0,76,110765.0,,,,,,,,
779,002294,MONROE COUNTY COMMUNITY COLLGE,MONROE,MI,48161,Public,Subsidized,245,245,839753.0,245,421132.0,,,,,,,,
790,003969,UNIVERSITY OF MINNESOTA - TWIN CITIES,MINNEAPOLIS,MN,55455,Public,Subsidized,6186,6391,25144835.0,6391,13182559.0,,,,,,,,
791,008694,RASMUSSEN COLLEGE,SAINT CLOUD,MN,56301,Proprietary,Subsidized,7178,7513,21626756.0,7513,9847026.0,,,,,,,,
794,002388,UNIVERSITY OF MINNESOTA DULUTH,DULUTH,MN,55812,Public,Subsidized,2367,2384,9849532.0,2384,5063719.0,,,,,,,,
795,002347,CONCORDIA UNIVERSITY - SAINT PAUL,SAINT PAUL,MN,55104,Private-Nonprofit,Subsidized,1234,1252,5775558.0,1256,2270734.0,,,,,,,,
796,002380,SAINT MARY'S UNIVERSITY OF MINNESOTA,WINONA,MN,55987,Private-Nonprofit,Subsidized,418,418,1918542.0,418,927699.0,,,,,,,,
799,002377,ST. CLOUD STATE UNIVERSITY,SAINT CLOUD,MN,56301,Public,Subsidized,1805,1904,7037276.0,1904,4054723.0,,,,,,,,
806,002343,COLLEGE OF SAINT SCHOLASTICA,DULUTH,MN,55811,Private-Nonprofit,Subsidized,693,700,2994221.0,700,1517704.0,,,,,,,,
808,011732,MAYO CLINIC COLLEGE OF MEDICINE AND SCIENCE,,MN,NaN,Private-Nonprofit,Subsidized,30,30,147457.0,30,59528.0,,,,,,,,
809,012328,NORTHWESTERN HEALTH SCIENCES UNIVERSITY,BLOOMINGTON,MN,55431,Private-Nonprofit,Subsidized,65,66,242202.0,66,129202.0,,,,,,,,
813,002362,MINNEAPOLIS COMMUNITY AND TECHNICAL COLLEGE,MINNEAPOLIS,MN,55403,Public,Subsidized,956,1020,3460174.0,1020,1736843.0,,,,,,,,
814,002346,CONCORDIA COLLEGE - MOORHEAD,MOORHEAD,MN,56562,Private-Nonprofit,Subsidized,878,881,3844050.0,884,1968656.0,,,,,,,,
817,005541,MINNESOTA STATE COMMUNITY AND TECHNICAL COLLEGE,FERGUS FALLS,MN,56537,Public,Subsidized,861,906,2856400.0,906,1434557.0,,,,,,,,
818,002332,ANOKA-RAMSEY COMMUNITY COLLEGE,COON RAPIDS,MN,55433,Public,Subsidized,774,812,2754278.0,812,1428798.0,,,,,,,,
820,005534,ST. CLOUD TECHNICAL AND COMMUNITY COLLEGE,SAINT CLOUD,MN,56303,Public,Subsidized,658,671,2255042.0,671,1154417.0,,,,,,,,
822,002373,ROCHESTER COMMUNITY AND TECHNICAL COLLEGE,ROCHESTER,MN,55904,Public,Subsidized,747,777,2662026.0,777,1332711.0,,,,,,,,
825,005533,SAINT PAUL COLLEGE - A COMMUNITY & TECHNICAL COLLEGE,ST PAUL,MN,55102,Public,Subsidized,620,631,2169771.0,631,1087030.0,,,,,,,,
827,004069,UNIVERSITY OF MINNESOTA - CROOKSTON,CROOKSTON,MN,56716,Public,Subsidized,530,550,2102633.0,550,1101204.0,,,,,,,,
839,002417,MISSISSIPPI GULF COAST COMMUNITY COLLEGE,PERKINSTON,MS,39573,Public,Subsidized,1212,1212,4362548.0,1213,2189895.0,,,,,,,,
840,002422,MISSISSIPPI UNIVERSITY FOR WOMEN,COLUMBUS,MS,39701,Public,Subsidized,717,723,3226594.0,723,1580704.0,,,,,,,,
844,002426,NORTHEAST MISSISSIPPI COMMUNITY COLLEGE,BOONEVILLE,MS,38829,Public,Subsidized,341,342,1249793.0,342,624902.0,,,,,,,,
846,002427,NORTHWEST MISSISSIPPI COMMUNITY COLLEGE,SENATOBIA,MS,38668,Public,Subsidized,314,324,984721.0,324,492835.0,,,,,,,,
851,002482,MARYVILLE UNIVERSITY OF SAINT LOUIS,ST LOUIS,MO,63141,Private-Nonprofit,Subsidized,2284,2297,9683603.0,2297,4113484.0,,,,,,,,
853,002518,UNIVERSITY OF MISSOURI - KANSAS CITY,KANSAS CITY,MO,64110,Public,Subsidized,1819,1871,7901086.0,1871,4038544.0,,,,,,,,
856,002520,WASHINGTON UNIVERSITY IN ST. LOUIS,ST LOUIS,MO,63130,Private-Nonprofit,Subsidized,844,852,3636842.0,852,1832405.0,,,,,,,,
858,002519,UNIVERSITY OF MISSOURI - SAINT LOUIS,ST LOUIS,MO,63121,Public,Subsidized,1957,2016,8503194.0,2016,4542757.0,,,,,,,,
859,002496,NORTHWEST MISSOURI STATE UNIVERSITY,MARYVILLE,MO,64468,Public,Subsidized,1941,1993,7806156.0,1993,4019621.0,,,,,,,,
860,002501,SOUTHEAST MISSOURI STATE UNIVERSITY,CAPE GIRARDEAU,MO,63701,Public,Subsidized,2356,2384,9744278.0,2384,5033656.0,,,,,,,,
863,002517,MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY,ROLLA,MO,65409,Public,Subsidized,1522,1562,6577286.0,1562,3345560.0,,,,,,,,
875,002504,UNIVERSITY OF HEALTH SCIENCES AND PHARMACY IN ST. LOUIS,ST LOUIS,MO,63110,Private-Nonprofit,Subsidized,146,146,627661.0,146,313829.0,,,,,,,,
879,002460,CULVER-STOCKTON COLLEGE,CANTON,MO,63435,Private-Nonprofit,Subsidized,529,530,2202749.0,530,1120410.0,,,,,,,,
880,020682,COX COLLEGE,,MO,NaN,Private-Nonprofit,Subsidized,273,273,1093845.0,273,590304.0,,,,,,,,
891,002485,MIDWESTERN BAPTIST THEOLOGICAL SEMINARY,KANSAS CITY,MO,64118,Private-Nonprofit,Subsidized,162,162,679060.0,163,366584.0,,,,,,,,
894,002471,SAINT LOUIS COMMUNITY COLLEGE,,MO,NaN,Public,Subsidized,449,449,1368178.0,450,685060.0,,,,,,,,
899,006389,GOLDFARB SCHOOL OF NURSING AT BARNES-JEWISH COLLEGE,SAINT LOUIS,MO,63110,Private-Nonprofit,Subsidized,120,121,623316.0,121,313247.0,,,,,,,,
912,002533,MONTANA STATE UNIVERSITY - NORTHERN,HAVRE,MT,59501,Public,Subsidized,213,218,822145.0,218,410404.0,,,,,,,,
914,002565,UNIVERSITY OF NEBRASKA,LINCOLN,NE,68588,Public,Subsidized,3976,4131,16532013.0,4131,8542130.0,,,,,,,,
915,006895,UNIVERSITY OF NEBRASKA MEDICAL CENTER,OMAHA,NE,68198,Public,Subsidized,380,384,1848925.0,384,970860.0,,,,,,,,
917,002554,UNIVERSITY OF NEBRASKA AT OMAHA,OMAHA,NE,68182,Public,Subsidized,2258,2295,9021222.0,2295,4703112.0,,,,,,,,
918,002551,UNIVERSITY OF NEBRASKA - KEARNEY,KEARNEY,NE,68849,Public,Subsidized,1212,1228,4844708.0,1228,2523278.0,,,,,,,,
920,002540,COLLEGE OF SAINT MARY,OMAHA,NE,68106,Private-Nonprofit,Subsidized,326,326,1403109.0,326,707907.0,,,,,,,,
923,025083,SOUTHEAST COMMUNITY COLLEGE,,NE,NaN,Public,Subsidized,979,979,3240190.0,979,1203504.0,,,,,,,,
927,006404,NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEALTH,,NE,NaN,Private-Nonprofit,Subsidized,426,429,1584161.0,429,916035.0,,,,,,,,
930,002569,UNIVERSITY OF NEVADA - LAS VEGAS,LAS VEGAS,NV,89154,Public,Subsidized,4623,4692,19305800.0,4698,9856721.0,,,,,,,,
931,002568,"UNIVERSITY OF NEVADA , RENO",RENO,NV,89557,Public,Subsidized,3140,3281,13698442.0,3283,7080659.0,,,,,,,,
934,002591,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE,PLYMOUTH,NH,3264,Public,Subsidized,2027,2027,8505852.0,2027,4335862.0,,,,,,,,
942,002629,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",NEW BRUNS-NEWARK-CAMDEN,NJ,8901,Public,Subsidized,12875,12877,60521022.0,12879,30382289.0,,,,,,,,
948,002621,NEW JERSEY INSTITUTE OF TECHNOLOGY,NEWARK,NJ,7102,Public,Subsidized,2142,2152,9236441.0,2152,5019493.0,,,,,,,,
956,002610,FELICIAN UNIVERSITY,LODI,NJ,7644,Private-Nonprofit,Subsidized,700,700,3056142.0,700,1491784.0,,,,,,,,
958,002600,SAINT ELIZABETH UNIVERSITY,MORRISTOWN,NJ,7960,Private-Nonprofit,Subsidized,435,435,1901746.0,435,961771.0,,,,,,,,
966,002651,EASTERN NEW MEXICO UNIVERSITY,PORTALES,NM,88130,Public,Subsidized,611,616,2712494.0,616,1357399.0,,,,,,,,
971,002654,NEW MEXICO INSTITUTE OF MINING & TECHNOLOGY,SOCORRO,NM,87801,Public,Subsidized,232,232,889425.0,232,473638.0,,,,,,,,
973,002093,SAINT JOHN'S COLLEGE,SANTA FE,NM,87505,Private-Nonprofit,Subsidized,87,87,403056.0,87,200510.0,,,,,,,,
976,002707,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,NEW YORK,NY,10027,Private-Nonprofit,Subsidized,538,549,2384363.0,549,1229092.0,,,,,,,,
977,002837,STATE UNIVERSITY OF NEW YORK AT BUFFALO,BUFFALO,NY,14260,Public,Subsidized,5622,5675,24048489.0,5675,12246609.0,,,,,,,,
980,002722,FORDHAM UNIVERSITY - ROSE HILL CAMPUS,BRONX,NY,10458,Private-Nonprofit,Subsidized,2514,2555,11002972.0,2555,5549354.0,,,,,,,,
984,002838,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,STONY BROOK,NY,11794,Public,Subsidized,3608,3686,15178061.0,3686,7764443.0,,,,,,,,
987,002791,PACE UNIVERSITY,NEW YORK,NY,10038,Private-Nonprofit,Subsidized,2224,2231,9566917.0,2231,4920606.0,,,,,,,,
990,002836,BINGHAMTON UNIVERSITY,BINGHAMTON,NY,13902,Public,Subsidized,3574,3625,15428737.0,3633,7789702.0,,,,,,,,
991,002835,STATE UNIVERSITY OF NEW YORK AT ALBANY,ALBANY,NY,12222,Public,Subsidized,3453,3475,15086077.0,3475,7601113.0,,,,,,,,
994,002839,STATE UNIVERSITY OF NEW YORK DOWNSTATE MEDICAL CENTER,BROOKLYN,NY,11203,Public,Subsidized,16,17,81215.0,17,40609.0,,,,,,,,
995,002843,SUNY COLLEGE AT CORTLAND,CORTLAND,NY,13045,Public,Subsidized,2677,2677,11526520.0,2683,5905668.0,,,,,,,,
996,020662,"NEW SCHOOL, THE",,NY,NaN,Private-Nonprofit,Subsidized,945,945,4070522.0,946,2063253.0,,,,,,,,
997,002689,CUNY HUNTER COLLEGE,NEW YORK,NY,10021,Public,Subsidized,529,536,2029790.0,679,1238630.0,,,,,,,,
999,002841,STATE UNIVERSITY OF NEW YORK COLLEGE AT BROCKPORT,BROCKPORT,NY,14420,Public,Subsidized,2103,2133,8939115.0,2133,4524954.0,,,,,,,,
1003,002848,STATE UNIVERSITY OF NEW YORK AT OSWEGO,OSWEGO,NY,13126,Public,Subsidized,1938,1939,8408383.0,1943,4374008.0,,,,,,,,
1011,002847,"STATE UNIVERSITY OF NEW YORK, COLLEGE AT ONEONTA",ONEONTA,NY,13820,Public,Subsidized,2135,2135,9148015.0,2139,4647013.0,,,,,,,,
1012,002842,SUNY COLLEGE AT BUFFALO,BUFFALO,NY,14222,Public,Subsidized,2134,2143,8867507.0,2143,4504091.0,,,,,,,,
1016,010286,SUNY EMPIRE STATE COLLEGE,SARATOGA SPRINGS,NY,12866,Public,Subsidized,1787,1803,7059209.0,1804,3579651.0,,,,,,,,
1017,002849,STATE UNIVERSITY OF NEW YORK COLLEGE AT PLATTSBURGH,PLATTSBURGH,NY,12901,Public,Subsidized,1854,1874,8082255.0,1875,4081438.0,,,,,,,,
1023,002855,STATE UNIVERSITY OF NEW YORK COLLEGE OF TECHNOLOGY AT CANTON,CANTON,NY,13617,Public,Subsidized,1709,1709,6905366.0,1710,3546966.0,,,,,,,,
1024,002846,STATE UNIVERSITY OF NEW YORK AT NEW PALTZ,NEW PALTZ,NY,12561,Public,Subsidized,1412,1459,6020733.0,1459,3054171.0,,,,,,,,
1025,007273,CUNY BERNARD M. BARUCH COLLEGE,NEW YORK,NY,10010,Public,Subsidized,488,514,2057950.0,573,1115768.0,,,,,,,,
1027,002854,SUNY COLLEGE OF TECHNOLOGY AT ALFRED,ALFRED,NY,14802,Public,Subsidized,1855,1856,7420405.0,1856,3760418.0,,,,,,,,
1029,002840,STATE UNIVERSITY OF NEW YORK UPSTATE MEDICAL UNIVERSITY,SYRACUSE,NY,13210,Public,Subsidized,87,88,413969.0,88,183102.0,,,,,,,,
1032,002748,LE MOYNE COLLEGE,SYRACUSE,NY,13214,Private-Nonprofit,Subsidized,1126,1128,4838066.0,1128,2491771.0,,,,,,,,
1038,007022,CUNY LEHMAN COLLEGE,BRONX,NY,10468,Public,Subsidized,560,569,1899862.0,782,1228042.0,,,,,,,,
1040,002859,SUNY COLLEGE OF AGRICULTURE & TECHNOLOGY AT MORRISVILLE,MORRISVILLE,NY,13408,Public,Subsidized,1008,1008,3850849.0,1019,1925482.0,,,,,,,,
1041,002693,CUNY JOHN JAY COLLEGE OF CRIMINAL JUSTICE,NEW YORK,NY,10019,Public,Subsidized,230,231,950592.0,281,553735.0,,,,,,,,
1042,002817,ST. BONAVENTURE UNIVERSITY,SAINT BONAVENTURE,NY,14778,Private-Nonprofit,Subsidized,925,926,4098290.0,926,2053306.0,,,,,,,,
1043,002845,SUNY COLLEGE AT GENESEO,GENESEO,NY,14454,Public,Subsidized,996,1004,4258898.0,1005,2166057.0,,,,,,,,
1044,002713,DOMINICAN COLLEGE OF BLAUVELT,ORANGEBURG,NY,10962,Private-Nonprofit,Subsidized,740,740,3277372.0,740,1630679.0,,,,,,,,
1045,004765,CUNY GRADUATE SCHOOL & UNIVERSITY CENTER,NEW YORK,NY,10016,Public,Subsidized,4,4,10492.0,4,5246.0,,,,,,,,
1046,002687,CUNY BROOKLYN COLLEGE,BROOKLYN,NY,11210,Public,Subsidized,627,650,2345602.0,863,1479226.0,,,,,,,,
1047,006791,SUNY COLLEGE AT PURCHASE,PURCHASE,NY,10577,Public,Subsidized,830,834,3576290.0,834,1855698.0,,,,,,,,
1049,002850,STATE UNIVERSITY OF NEW YORK COLLEGE AT POTSDAM,POTSDAM,NY,13676,Public,Subsidized,1003,1013,4366812.0,1013,2206036.0,,,,,,,,
1050,002885,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,ALBANY,NY,12208,Private-Nonprofit,Subsidized,395,395,1842870.0,395,924186.0,,,,,,,,
1058,002857,SUNY COLLEGE OF TECHNOLOGY AT DELHI,DELHI,NY,13753,Public,Subsidized,897,900,3537791.0,900,1796405.0,,,,,,,,
1060,002690,CUNY QUEENS COLLEGE,FLUSHING,NY,11367,Public,Subsidized,597,604,2445614.0,694,1366386.0,,,,,,,,
1061,002731,HOBART AND WILLIAM SMITH COLLEGES,GENEVA,NY,14456,Private-Nonprofit,Subsidized,762,762,3425720.0,762,1718388.0,,,,,,,,
1065,002856,SUNY COLLEGE OF AGRICULTURE & TECHNOLOGY AT COBLESKILL,COBLESKILL,NY,12043,Public,Subsidized,766,770,3151585.0,770,1572876.0,,,,,,,,
1066,002688,CITY COLLEGE OF NEW YORK - CUNY,NEW YORK,NY,10031,Public,Subsidized,193,194,743613.0,232,428452.0,,,,,,,,
1070,011678,STATE UNIVERSITY OF NEW YORK POLYTECHNIC INSTITUTE,UTICA,NY,13502,Public,Subsidized,493,500,2066920.0,995,1035548.0,,,,,,,,
1074,007572,AMERICAN MUSICAL & DRAMATIC ACADEMY,,NY,NaN,Private-Nonprofit,Subsidized,215,215,905525.0,215,492763.0,,,,,,,,
1076,002708,BARNARD COLLEGE,NEW YORK,NY,10027,Private-Nonprofit,Subsidized,507,507,2352415.0,507,1178224.0,,,,,,,,
1080,007109,SUNY COLLEGE AT OLD WESTBURY,OLD WESTBURY,NY,11568,Public,Subsidized,603,611,2450151.0,620,1333238.0,,,,,,,,
1084,002878,SUFFOLK COUNTY COMMUNITY COLLEGE,SELDEN,NY,11784,Public,Subsidized,858,863,2520842.0,863,1417852.0,,,,,,,,
1086,002851,SUNY COLLEGE OF ENVIRONMENT SCIENCE & FORESTRY,SYRACUSE,NY,13210,Public,Subsidized,347,348,1417120.0,348,717401.0,,,,,,,,
1088,010684,ERIE COMMUNITY COLLEGE,BUFFALO,NY,14203,Public,Subsidized,819,826,2316233.0,849,1162029.0,,,,,,,,
1089,002790,NYACK COLLEGE-ROCKLAND CAMPUS,NEW YORK,NY,10004,Private-Nonprofit,Subsidized,189,189,836037.0,189,430669.0,,,,,,,,
1092,002829,ST. LAWRENCE UNIVERSITY,CANTON,NY,13617,Private-Nonprofit,Subsidized,382,382,1722566.0,382,873431.0,,,,,,,,
1096,002795,PAUL SMITH'S COLLEGE OF ARTS & SCIENCES,PAUL SMITHS,NY,12970,Private-Nonprofit,Subsidized,413,413,1779865.0,413,925040.0,,,,,,,,
1097,002863,CORNING COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES,CORNING,NY,14830,Public,Subsidized,494,504,1748605.0,504,875817.0,,,,,,,,
1100,002974,UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL-,CHAPEL HILL,NC,27514,Public,Subsidized,2155,2286,7515395.0,2286,3900248.0,,,,,,,,
1102,002975,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE,CHARLOTTE,NC,28223,Public,Subsidized,7871,8624,34618594.0,8624,17649332.0,,,,,,,,
1103,002972,NORTH CAROLINA STATE UNIVERSITY,RALEIGH,NC,27695,Public,Subsidized,5888,5930,24513931.0,5931,12588271.0,,,,,,,,
1106,002905,NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,GREENSBORO,NC,27411,Public,Subsidized,6261,6356,26952570.0,6373,13502459.0,,,,,,,,
1108,002976,UNIVERSITY OF NORTH CAROLINA -GREENSBORO,GREENSBORO,NC,27412,Public,Subsidized,6629,6745,27650354.0,6745,14031850.0,,,,,,,,
1110,002984,UNIVERSITY OF NORTH AT CAROLINA WILMINGTON (THE),WILMINGTON,NC,28403,Public,Subsidized,3971,3998,17037377.0,3998,8709784.0,,,,,,,,
1111,002978,WAKE FOREST UNIVERSITY,WINSTON-SALEM,NC,27109,Private-Nonprofit,Subsidized,646,646,2649903.0,646,1331100.0,,,,,,,,
1115,002954,UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,PEMBROKE,NC,28372,Public,Subsidized,2817,2826,12194560.0,2826,6104398.0,,,,,,,,
1122,004838,GUILFORD TECHNICAL COMMUNITY COLLEGE,JAMESTOWN,NC,27282,Public,Subsidized,2091,2091,7332121.0,2091,1309009.0,,,,,,,,
1126,007640,FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE,FAYETTEVILLE,NC,28303,Public,Subsidized,1317,1323,4932317.0,1323,869083.0,,,,,,,,
1128,002907,UNIVERSITY OF NORTH CAROLINA ASHEVILLE,ASHEVILLE,NC,28804,Public,Subsidized,994,995,4316781.0,1010,2165556.0,,,,,,,,
1136,003981,UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS,WINSTON-SALEM,NC,27127,Public,Subsidized,345,346,1466597.0,347,733705.0,,,,,,,,
1138,002939,LEES-MCRAE COLLEGE,BANNER ELK,NC,28604,Private-Nonprofit,Subsidized,488,488,2113870.0,488,1089836.0,,,,,,,,
1149,002997,NORTH DAKOTA STATE UNIVERSITY - FARGO,FARGO,ND,58102,Public,Subsidized,2904,2919,12138227.0,2919,6307062.0,,,,,,,,
1154,002996,NORTH DAKOTA STATE COLLEGE OF SCIENCE,WAHPETON,ND,58076,Public,Subsidized,510,511,1750337.0,511,889533.0,,,,,,,,
1161,003090,OHIO STATE UNIVERSITY,COLUMBUS,OH,43210,Public,Subsidized,9171,9292,37691399.0,9307,19247628.0,,,,,,,,
1165,003024,CASE WESTERN RESERVE UNIVERSITY,,OH,NaN,Private-Nonprofit,Subsidized,1192,1197,5139623.0,1197,2606623.0,,,,,,,,
1170,003123,UNIVERSITY OF AKRON (THE),AKRON,OH,44325,Public,Subsidized,3904,3990,15674146.0,3990,8070454.0,,,,,,,,
1181,003014,BALDWIN WALLACE UNIVERSITY,BEREA,OH,44017,Private-Nonprofit,Subsidized,1254,1257,5644478.0,1257,2872719.0,,,,,,,,
1189,006867,COLUMBUS STATE COMMUNITY COLLEGE- MAIN CAMPUS,COLUMBUS,OH,43215,Public,Subsidized,1768,1768,5317138.0,1771,2210975.0,,,,,,,,
1190,003039,COLUMBUS COLLEGE OF ART & DESIGN,COLUMBUS,OH,43215,Private-Nonprofit,Subsidized,593,594,2606820.0,594,1326225.0,,,,,,,,
1192,003036,FRANCISCAN UNIVERSITY OF STEUBENVILLE,STEUBENVILLE,OH,43952,Private-Nonprofit,Subsidized,792,792,3549088.0,792,1793312.0,,,,,,,,
1201,003037,COLLEGE OF WOOSTER (THE),WOOSTER,OH,44691,Private-Nonprofit,Subsidized,669,669,2964586.0,669,1483342.0,,,,,,,,
1212,004852,CLARK STATE COMMUNITY COLLEGE,SPRINGFIELD,OH,45505,Public,Subsidized,1018,1019,3559607.0,1019,1771731.0,,,,,,,,
1213,003982,CLEVELAND INSTITUTE OF ART (THE),CLEVELAND,OH,44106,Private-Nonprofit,Subsidized,430,430,1970173.0,430,985085.0,,,,,,,,
1217,006489,CHRIST COLLEGE OF NURSING AND HEALTH SCIENCES,CINCINNATI,OH,45219,Private-Nonprofit,Subsidized,540,540,2296296.0,540,1078579.0,,,,,,,,
1219,003069,LOURDES UNIVERSITY,SYLVANIA,OH,43560,Private-Nonprofit,Subsidized,314,316,1289890.0,316,645742.0,,,,,,,,
1221,003041,DEFIANCE COLLEGE,DEFIANCE,OH,43512,Private-Nonprofit,Subsidized,374,374,1516501.0,374,766709.0,,,,,,,,
1222,003184,UNIVERSITY OF OKLAHOMA - NORMAN CAMPUS,NORMAN,OK,73019,Public,Subsidized,4677,4852,20823936.0,4852,10626250.0,,,,,,,,
1224,003152,UNIVERSITY OF CENTRAL OKLAHOMA,EDMOND,OK,73034,Public,Subsidized,2358,2387,10376301.0,2387,5217703.0,,,,,,,,
1227,003185,UNIVERSITY OF TULSA (THE),TULSA,OK,74104,Private-Nonprofit,Subsidized,668,668,2833910.0,677,1440884.0,,,,,,,,
1230,003179,SOUTHEASTERN OKLAHOMA STATE UNIVERSITY,DURANT,OK,74701,Public,Subsidized,608,608,2490916.0,608,1251562.0,,,,,,,,
1232,003181,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,WEATHERFORD,OK,73096,Public,Subsidized,864,864,3444747.0,878,1792444.0,,,,,,,,
1237,003168,ROGERS STATE UNIVERSITY - CLAREMORE,CLAREMORE,OK,74017,Public,Subsidized,905,906,3787079.0,906,1848079.0,,,,,,,,
1242,009647,OKLAHOMA STATE UNIVERSITY - OKLAHOMA CITY,OKLAHOMA CITY,OK,73107,Public,Subsidized,599,599,2012286.0,599,1013149.0,,,,,,,,
1243,003163,NORTHWESTERN OKLAHOMA STATE UNIVERSITY -,ALVA,OK,73717,Public,Subsidized,432,434,1721445.0,434,870497.0,,,,,,,,
1256,003198,LINFIELD UNIVERSITY,MCMINNVILLE,OR,97128,Private-Nonprofit,Subsidized,710,711,3121346.0,711,1617341.0,,,,,,,,
1268,003220,SOUTHWESTERN OREGON COMMUNITY COLLEGE,COOS BAY,OR,97420,Public,Subsidized,68,68,229308.0,68,80867.0,,,,,,,,
1281,003258,DUQUESNE UNIVERSITY OF THE HOLY SPIRIT,PITTSBURGH,PA,15282,Private-Nonprofit,Subsidized,2534,2555,11636288.0,2555,5831143.0,,,,,,,,
1282,003328,WEST CHESTER UNIVERSITY OF PENNSYLVANIA,WEST CHESTER,PA,19383,Public,Subsidized,4226,4261,18086256.0,4261,9315797.0,,,,,,,,
1287,003315,BLOOMSBURG UNIVERSITY OF PENNSYLVANIA,BLOOMSBURG,PA,17815,Public,Subsidized,3223,3232,13411537.0,3233,6958613.0,,,,,,,,
1289,003242,CARNEGIE-MELLON UNIVERSITY,PITTSBURGH,PA,15213,Private-Nonprofit,Subsidized,1483,1498,6847525.0,1498,3431511.0,,,,,,,,
1297,003316,CALIFORNIA UNIVERSITY OF PENNSYLVANIA,CALIFORNIA,PA,15419,Public,Subsidized,1903,1903,8024468.0,1903,4059532.0,,,,,,,,
1298,003325,MILLERSVILLE UNIVERSITY,MILLERSVILLE,PA,17551,Public,Subsidized,2010,2010,8534758.0,2010,4441470.0,,,,,,,,
1304,003287,LA SALLE UNIVERSITY,PHILADELPHIA,PA,19141,Private-Nonprofit,Subsidized,1072,1086,4783590.0,1086,2466454.0,,,,,,,,
1307,003353,UNIVERSITY OF THE SCIENCES IN PHILADELPHIA,PHILADELPHIA,PA,19104,Private-Nonprofit,Subsidized,634,634,2921333.0,634,1473781.0,,,,,,,,
1310,003323,LOCK HAVEN UNIVERSITY OF PENNSYLVANIA,LOCK HAVEN,PA,17745,Public,Subsidized,1302,1302,5587065.0,1303,2805698.0,,,,,,,,
1312,003247,MISERICORDIA UNIVERSITY,DALLAS,PA,18612,Private-Nonprofit,Subsidized,965,965,3960627.0,965,2109560.0,,,,,,,,
1317,003298,MESSIAH UNIVERSITY,MECHANICSBURG,PA,17055,Private-Nonprofit,Subsidized,1080,1083,4841632.0,1086,2486355.0,,,,,,,,
1332,003368,SAINT VINCENT COLLEGE & SEMINARY,LATROBE,PA,15650,Private-Nonprofit,Subsidized,773,773,3420638.0,773,1741083.0,,,,,,,,
1349,007469,HUSSIAN COLLEGE,PHILADELPHIA,PA,19106,Proprietary,Subsidized,569,576,2064325.0,775,1167894.0,,,,,,,,
1358,003389,WASHINGTON AND JEFFERSON COLLEGE,WASHINGTON,PA,15301,Private-Nonprofit,Subsidized,457,460,2088277.0,460,1045502.0,,,,,,,,
1370,003360,ROSEMONT COLLEGE - ROSEMONT COLLEGE,ROSEMONT,PA,19010,Private-Nonprofit,Subsidized,236,236,1080915.0,236,542458.0,,,,,,,,
