index,OPE ID_x,School_x,City_x,State,Zip Code,School Type,Loan Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,OPE ID_y,School,Address,City,StateCode,ZipCode,Province,Country,PostalCode
1930,013214,ROXBOROUGH MEMORIAL HOSPITAL,,PA,NaN,Proprietary,Subsidized,75,75,240952.0,75,141271.0,,,,,,,,,
1934,006677,MCGILL UNIVERSITY,,,NaN,Foreign-Public,Subsidized,154,154,706422.0,154,361629.0,,,,,,,,,
1935,006679,QUEEN'S UNIVERSITY AT KINGSTON,,,NaN,Foreign-Public,Subsidized,2,2,9000.0,2,4500.0,,,,,,,,,
1936,006682,ST THOMAS UNIVERSITY,,,NaN,Foreign-Public,Subsidized,10,10,48548.0,10,24274.0,,,,,,,,,
1937,006683,UNIVERSITY OF GUELPH,,,NaN,Foreign-Public,Subsidized,13,13,58753.0,13,29377.0,,,,,,,,,
1938,006685,UNIVERSITY OF NEW BRUNSWICK (THE),,,NaN,Foreign-Public,Subsidized,10,10,45000.0,10,22500.0,,,,,,,,,
1939,006686,UNIVERSITY OF OTTAWA,,,NaN,Foreign-Public,Subsidized,7,7,27500.0,7,16750.0,,,,,,,,,
1940,006689,UNIVERSITY OF WINDSOR,,,NaN,Foreign-Public,Subsidized,6,6,27250.0,6,13501.0,,,,,,,,,
1942,006693,UNIVERSITY OF LONDON - LONDON SCHOOL OF ECONOMICS & POLITICAL SCIENCE,,,NaN,Foreign-Public,Subsidized,2,2,11000.0,2,3666.0,,,,,,,,,
1943,006695,UNIVERSITY OF LONDON - UNIVERSITY COLLEGE LONDON,,,NaN,Foreign-Public,Subsidized,9,9,39500.0,9,19750.0,,,,,,,,,
1944,006697,QUEEN MARY UNIVERSITY OF LONDON,,,NaN,Foreign-Public,Subsidized,2,2,10555.0,2,3518.0,,,,,,,,,
1946,006710,FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS PUEBLA,,,NaN,Foreign-Private,Subsidized,3,3,12749.0,3,6173.0,,,,,,,,,
1947,006713,UPPSALA UNIVERSITY,,,NaN,Foreign-Public,Subsidized,3,3,14500.0,4,9500.0,,,,,,,,,
1949,008145,NASHVILLE STATE COMMUNITY COLLEGE,,TN,NaN,Public,Subsidized,352,359,1113761.0,359,560960.0,007534,NASHVILLE STATE COMMUNITY COLLEGE,120 WHITE BRIDGE ROAD,NASHVILLE,TN,37209.0,,,
1967,006837,UNIVERSITE LAVAL,,,NaN,Foreign-Public,Subsidized,2,2,9725.0,2,9725.0,,,,,,,,,
1968,006838,DALHOUSIE UNIVERSITY,,,NaN,Foreign-Public,Subsidized,25,25,113410.0,25,59455.0,,,,,,,,,
1969,006839,UNIVERSITY OF EDINBURGH,,,NaN,Foreign-Public,Subsidized,33,33,159045.0,33,79523.0,,,,,,,,,
1971,006852,BISHOP'S UNIVERSITY,,,NaN,Foreign-Private,Subsidized,8,8,37935.0,8,18968.0,,,,,,,,,
1972,006853,MCMASTER UNIVERSITY,,,NaN,Foreign-Public,Subsidized,2,2,4633.0,2,2317.0,,,,,,,,,
1978,023485,LAMAR STATE COLLEGE - PORT ARTHUR,,TX,NaN,Public,Subsidized,295,297,1106454.0,298,556992.0,,,,,,,,,
1986,023385,GLENDALE CAREER COLLEGE,,CA,NaN,Proprietary,Subsidized,127,127,454724.0,127,227377.0,016581,GLENDALE CAREER COLLEGE,240 NORTH BRAND BLVD,GLENDALE,CA,91203.0,,,
1996,021732,EMPIRE BEAUTY SCHOOL,,NY,NaN,Proprietary,Subsidized,203,203,636739.0,218,327072.0,007573,EMPIRE BEAUTY SCHOOL,38-15 BROADWAY,ASTORIA,NY,11103.0,,,
1996,021732,EMPIRE BEAUTY SCHOOL,,NY,NaN,Proprietary,Subsidized,203,203,636739.0,218,327072.0,015331,EMPIRE BEAUTY SCHOOL,22 WEST 34TH STREET,NEW YORK,NY,10001.0,,,
1996,021732,EMPIRE BEAUTY SCHOOL,,NY,NaN,Proprietary,Subsidized,203,203,636739.0,218,327072.0,016374,EMPIRE BEAUTY SCHOOL,19 BANK STREET,PEEKSKILL,NY,10566.0,,,
1998,020653,PRESCOTT COLLEGE,,AZ,NaN,Private-Nonprofit,Subsidized,172,172,773582.0,172,397608.0,013659,PRESCOTT COLLEGE,220 GROVE AVE,PRESCOTT,AZ,86301.0,,,
2003,008073,BUTTE COLLEGE,,CA,NaN,Public,Subsidized,145,145,529474.0,147,266582.0,,,,,,,,,
2004,022188,BROOKLINE COLLEGE,,AZ,NaN,Proprietary,Subsidized,731,751,2772255.0,763,1395549.0,015681,BROOKLINE COLLEGE,2445 WEST DUNLAP AVENUE,PHOENIX,AZ,85021.0,,,
2008,021283,INSTITUTE FOR BUSINESS & TECHNOLOGY,,CA,NaN,Proprietary,Subsidized,150,150,484949.0,150,242442.0,014673,INSTITUTE FOR BUSINESS & TECHNOLOGY,2550 SCOTT BLVD,SANTA CLARA,CA,95050.0,,,
2023,022195,MILDRED ELLEY,,NY,NaN,Proprietary,Subsidized,227,228,791803.0,253,422096.0,015332,MILDRED ELLEY,855 CENTRAL AVENUE,ALBANY,NY,12206.0,,,
2024,021066,AMERICAN INSTITUTE,,CT,NaN,Proprietary,Subsidized,260,260,774608.0,270,389490.0,014645,AMERICAN INSTITUTE,99 SOUTH STREET,WEST HARTFORD,CT,6110.0,,,
2040,009449,PENNCO TECH,,PA,NaN,Proprietary,Subsidized,105,105,255521.0,125,143040.0,005939,PENNCO TECH,3815 OTTER STREET,BRISTOL,PA,19007.0,,,
2051,023289,EMMAUS BIBLE COLLEGE,,IA,NaN,Private-Nonprofit,Subsidized,36,36,148496.0,41,79048.0,016487,EMMAUS BIBLE COLLEGE,2570 ASBURY RD,DUBUQUE,IA,52001.0,,,
2056,021609,PCI ACADEMY,,IA,NaN,Proprietary,Subsidized,41,41,121868.0,43,63437.0,015245,PCI ACADEMY,309 KITTY HAWK DRIVE,AMES,IA,50010.0,,,
2060,021163,PUEBLO COMMUNITY COLLEGE,,CO,NaN,Public,Subsidized,984,984,3503674.0,984,1754515.0,014829,PUEBLO COMMUNITY COLLEGE,900 WEST ORMAN AVE,PUEBLO,CO,81004.0,,,
2064,007679,YORK UNIVERSITY,,,NaN,Foreign-Public,Subsidized,14,14,32000.0,14,32000.0,,,,,,,,,
2069,007705,ROYAL COLLEGE OF SURGEONS IN IRELAND,,,NaN,Foreign-Private,Subsidized,5,5,20500.0,5,10250.0,,,,,,,,,
2081,007874,UNIVERSITY OF CALGARY,,,NaN,Foreign-Public,Subsidized,7,7,36500.0,7,21000.0,,,,,,,,,
2082,007881,AMERICAN UNIVERSITY OF PARIS,,,NaN,Foreign-Private,Subsidized,25,25,119340.0,25,64420.0,,,,,,,,,
2088,022769,COMMUNITY COLLEGE OF AURORA CENTRETECH CAMPUS,,CO,NaN,Public,Subsidized,454,454,1664128.0,454,836099.0,,,,,,,,,
2094,025318,PAUL MITCHELL THE SCHOOL COSTA MESA,,CA,NaN,Proprietary,Subsidized,134,134,415641.0,149,219945.0,016984,PAUL MITCHELL THE SCHOOL COSTA MESA,3309 HYLAND AVENUE,COSTA MESA,CA,92626.0,,,
2103,008148,UNIVERSITY OF WINNIPEG (THE),,,NaN,Foreign-Public,Subsidized,6,6,32000.0,6,16000.0,,,,,,,,,
2106,021801,ROSS MEDICAL EDUCATION CENTER,,MI,NaN,Proprietary,Subsidized,68,68,234970.0,68,117485.0,014621,ROSS MEDICAL EDUCATION CENTER,1036 GILBERT ST,FLINT,MI,48532.0,,,
2106,021801,ROSS MEDICAL EDUCATION CENTER,,MI,NaN,Proprietary,Subsidized,68,68,234970.0,68,117485.0,015367,ROSS MEDICAL EDUCATION CENTER,4106 W. SAGINAW HIGHWAY,LANSING,MI,48917.0,,,
2106,021801,ROSS MEDICAL EDUCATION CENTER,,MI,NaN,Proprietary,Subsidized,68,68,234970.0,68,117485.0,015383,ROSS MEDICAL EDUCATION CENTER,27120 DEQUINDRE,WARREN,MI,48092.0,,,
2106,021801,ROSS MEDICAL EDUCATION CENTER,,MI,NaN,Proprietary,Subsidized,68,68,234970.0,68,117485.0,016611,ROSS MEDICAL EDUCATION CENTER,5757 WHITMORE LAKE RD STE 800,BRIGHTON,MI,48116.0,,,
2113,008260,IOWA SCHOOL OF BEAUTY,,IA,NaN,Proprietary,Subsidized,36,36,117980.0,38,60728.0,016306,IOWA SCHOOL OF BEAUTY,609 W 2ND ST,OTTUMWA,IA,52501.0,,,
2113,008260,IOWA SCHOOL OF BEAUTY,,IA,NaN,Proprietary,Subsidized,36,36,117980.0,38,60728.0,034413,IOWA SCHOOL OF BEAUTY,3320 LINE DRIVE,SIOUX CITY,IA,51106.0,,,
2115,025530,MODERN COLLEGE OF DESIGN (THE),,OH,NaN,Proprietary,Subsidized,74,74,280927.0,74,140464.0,017160,MODERN COLLEGE OF DESIGN (THE),1725 EAST DAVID RD,KETTERING,OH,45440.0,,,
2121,008363,MOUNT SAINT VINCENT UNIVERSITY,,,NaN,Foreign-Public,Subsidized,2,2,8500.0,2,4250.0,,,,,,,,,
2122,008364,SAINT MARY'S UNIVERSITY,,,NaN,Foreign-Public,Subsidized,4,4,18000.0,4,9000.0,,,,,,,,,
2123,008365,CONCORDIA UNIVERSITY,,,NaN,Foreign-Public,Subsidized,14,14,71906.0,14,35953.0,,,,,,,,,
2124,008366,UNIVERSITE DE MONTREAL,,,NaN,Foreign-Public,Subsidized,4,4,21000.0,4,9583.0,,,,,,,,,
2125,008368,CARLETON UNIVERSITY,,,NaN,Foreign-Public,Subsidized,12,12,56300.0,12,28150.0,,,,,,,,,
2126,008369,UNIVERSITY OF BRITISH COLUMBIA,,,NaN,Foreign-Public,Subsidized,77,77,344622.0,77,234859.0,,,,,,,,,
2127,008370,UNIVERSITY OF VICTORIA,,,NaN,Foreign-Public,Subsidized,8,8,44000.0,8,22000.0,,,,,,,,,
2128,008371,AMERICAN UNIVERSITY OF BEIRUT,,,NaN,Foreign-Private,Subsidized,16,16,82000.0,16,41000.0,,,,,,,,,
2129,008376,VRIJE UNIVERSITEIT AMSTERDAM,,,NaN,Foreign-Public,Subsidized,3,3,12500.0,3,6250.0,,,,,,,,,
2130,008377,UNIVERSITEIT VAN AMSTERDAM,,,NaN,Foreign-Public,Subsidized,22,22,97000.0,22,51250.0,,,,,,,,,
2131,008383,UNIVERSITY OF GLASGOW,,,NaN,Foreign-Public,Subsidized,38,38,183238.0,38,91619.0,,,,,,,,,
2132,008398,UNIVERSITY OF SHEFFIELD (THE),,,NaN,Foreign-Public,Subsidized,1,1,4500.0,1,2250.0,,,,,,,,,
2135,008444,SIMON FRASER UNIVERSITY,,,NaN,Foreign-Public,Subsidized,14,14,57494.0,14,27831.0,,,,,,,,,
2136,008446,UNIVERSITY OF WESTERN ONTARIO (THE),,,NaN,Foreign-Public,Subsidized,1,1,4500.0,1,2250.0,,,,,,,,,
2137,008449,ACADIA UNIVERSITY,,,NaN,Foreign-Public,Subsidized,5,5,26500.0,5,13250.0,,,,,,,,,
2138,008461,UNIVERSITY OF SAINT ANDREWS,,,NaN,Foreign-Public,Subsidized,86,86,372000.0,86,188753.0,,,,,,,,,
2140,011667,NORTHEAST COMMUNITY COLLEGE,,NE,NaN,Public,Subsidized,481,481,1575414.0,481,833169.0,002556,NORTHEAST COMMUNITY COLLEGE,801 E BENJAMIN AVE  BOX 469,NORFOLK,NE,68702.0,,,
2143,008505,UNIVERSITY OF MELBOURNE,,,NaN,Foreign-Public,Subsidized,2,2,8000.0,2,8000.0,,,,,,,,,
2156,008670,UNIVERSITY OF NEW SOUTH WALES (THE),,,NaN,Foreign-Public,Subsidized,1,1,3500.0,1,1166.0,,,,,,,,,
2157,008693,"CITY, UNIVERSITY OF LONDON",,,NaN,Foreign-Public,Subsidized,4,4,15000.0,4,4999.0,,,,,,,,,
2165,025326,LANDMARK COLLEGE,,VT,NaN,Private-Nonprofit,Subsidized,64,64,253310.0,64,123996.0,017157,LANDMARK COLLEGE,RIVER RD,PUTNEY,VT,5346.0,,,
2167,021775,RIO SALADO COMMUNITY COLLEGE,,AZ,NaN,Public,Subsidized,676,682,2467565.0,682,1235562.0,014483,RIO SALADO COMMUNITY COLLEGE,2323 WEST 14TH STREET,TEMPE,AZ,85281.0,,,
2169,001499,ALTIERUS CAREER COLLEGE,,FL,NaN,Private-Nonprofit,Subsidized,374,374,1116294.0,469,602419.0,007735,ALTIERUS CAREER COLLEGE,3319 WEST HILLSBOROUGH AVENUE,TAMPA,FL,33614.0,,,
2170,024982,G SKIN & BEAUTY INSTITUTE,,IL,NaN,Proprietary,Subsidized,47,47,132879.0,47,68607.0,015965,G SKIN & BEAUTY INSTITUTE,90 W HILLCREST BOULEVARD SUITE 302,SCHAUMBURG,IL,60195.0,,,
2170,024982,G SKIN & BEAUTY INSTITUTE,,IL,NaN,Proprietary,Subsidized,47,47,132879.0,47,68607.0,016841,G SKIN & BEAUTY INSTITUTE,1200 HARGER ROAD,OAK BROOK,IL,60523.0,,,
2173,007649,ROCKY MOUNTAIN COLLEGE OF ART + DESIGN,,CO,NaN,Proprietary,Subsidized,256,256,1039911.0,258,526636.0,,,,,,,,,
2176,008910,UNIVERSITY OF HULL,,,NaN,Foreign-Public,Subsidized,3,3,12500.0,4,9000.0,,,,,,,,,
2190,021316,PENNCO TECH,,NJ,NaN,Proprietary,Subsidized,115,115,288957.0,138,163957.0,014877,PENNCO TECH,P O BOX 1427- ERIAL RD,BLACKWOOD,NJ,8012.0,,,
2191,009084,"UNIVERSITY OF LONDON, BIRKBECK",,,NaN,Foreign-Public,Subsidized,6,6,28000.0,6,9333.0,,,,,,,,,
2205,009256,MORAINE PARK TECHNICAL COLLEGE,,WI,NaN,Public,Subsidized,508,508,1645472.0,508,914484.0,005303,MORAINE PARK TECHNICAL COLLEGE,235 NORTH NATIONAL AVENUE,FOND DU LAC,WI,54936.0,,,
2212,021506,COSMETOLOGY AND SPA ACADEMY,,IL,NaN,Proprietary,Subsidized,54,54,183085.0,56,94545.0,,,,,,,,,
2218,009421,BRANDON UNIVERSITY,,,NaN,Foreign-Public,Subsidized,3,3,12310.0,3,6155.0,,,,,,,,,
2225,009486,TRINITY WESTERN UNIVERSITY,,,NaN,Foreign-Private,Subsidized,31,31,133174.0,31,70712.0,,,,,,,,,
2226,009500,MEMORIAL UNIVERSITY OF NEWFOUNDLAND,,,NaN,Foreign-Public,Subsidized,11,11,47016.0,11,23508.0,,,,,,,,,
2227,009501,UNIVERSITY OF KING'S COLLEGE,,,NaN,Foreign-Public,Subsidized,6,6,32000.0,6,16000.0,,,,,,,,,
2228,009503,MOUNT ALLISON UNIVERSITY,,,NaN,Foreign-Public,Subsidized,4,4,10443.0,4,5222.0,,,,,,,,,
2242,020995,CENTRAL COMMUNITY COLLEGE,,NE,NaN,Public,Subsidized,489,489,1633999.0,489,818219.0,,,,,,,,,
2251,022023,PITTSBURGH CAREER INSTITUTE,,PA,NaN,Proprietary,Subsidized,57,57,172202.0,68,69986.0,015574,PITTSBURGH CAREER INSTITUTE,421 SEVENTH AVENUE,PITTSBURGH,PA,15219.0,,,
2262,025423,NATIONAL HOLISTIC INSTITUTE,,CA,NaN,Proprietary,Subsidized,107,107,342678.0,107,171410.0,017063,NATIONAL HOLISTIC INSTITUTE,5900 HOLLIS ST STE Q,EMERYVILLE,CA,94608.0,,,
2265,006606,BAPTIST HEALTH SYSTEM SCHOOL OF HEALTH PROFESSIONS,,TX,NaN,Proprietary,Subsidized,233,233,844175.0,233,452618.0,,,,,,,,,
2269,009808,"UNIVERSITY OF STRATHCLYDE, GLASGOW",,,NaN,Foreign-Public,Subsidized,5,5,23500.0,5,11750.0,,,,,,,,,
2272,022788,SOUTHERN TECHNICAL COLLEGE,,FL,NaN,Proprietary,Subsidized,466,466,1392626.0,817,920277.0,039035,SOUTHERN TECHNICAL COLLEGE,1485 FLORIDA MALL AVENUE,ORLANDO,FL,32809.0,,,
2277,025561,ETI SCHOOL OF SKILLED TRADES,,IL,NaN,Proprietary,Subsidized,45,45,153921.0,45,77836.0,,,,,,,,,
2278,021661,ELAINE P. NUNEZ COMMUNITY COLLEGE,,LA,NaN,Public,Subsidized,513,515,1871241.0,515,939841.0,,,,,,,,,
2279,025782,NOSSI COLLEGE OF ART,,TN,NaN,Proprietary,Subsidized,138,138,511547.0,142,261806.0,017347,NOSSI COLLEGE OF ART,590 CREATIVE WAY,NASHVILLE,TN,37115.0,,,
2292,023303,LEBANON COUNTY CAREER AND TECHNOLOGY CENTER,,PA,NaN,Public,Subsidized,56,56,158983.0,56,81255.0,,,,,,,,,
2301,010067,LUND UNIVERSITY,,,NaN,Foreign-Public,Subsidized,3,3,12500.0,3,6250.0,,,,,,,,,
2302,010089,ROYAL CENTRAL SCHOOL OF SPEECH AND DRAMA (THE),,,NaN,Foreign-Public,Subsidized,7,7,32000.0,7,10665.0,,,,,,,,,
2303,022060,HUNTER BUSINESS SCHOOL,,NY,NaN,Proprietary,Subsidized,89,89,266937.0,97,142123.0,015599,HUNTER BUSINESS SCHOOL,3601 HEMPSTEAD TURNPIKE,LEVITTOWN,NY,11756.0,,,
2307,022978,PAUL MITCHELL THE SCHOOL RAPID CITY,,SD,NaN,Proprietary,Subsidized,9,9,25837.0,9,13501.0,016231,PAUL MITCHELL THE SCHOOL RAPID CITY,333 OMAHA STREET SUITE 6 & 7,RAPID CITY,SD,57701.0,,,
2314,010182,ROGUE COMMUNITY COLLEGE,,OR,NaN,Public,Subsidized,140,140,494007.0,155,166759.0,010071,ROGUE COMMUNITY COLLEGE,3345 REDWOOD HWY,GRANTS PASS,OR,97527.0,,,
2315,010188,"UNIVERSITY COLLEGE DUBLIN, NATIONAL UNIVERSITY OF IRELAND, DUBLIN",,,NaN,Foreign-Public,Subsidized,52,52,220828.0,52,110415.0,,,,,,,,,
2317,010228,UNIVERSITY OF STIRLING,,,NaN,Foreign-Public,Subsidized,25,25,114950.0,25,57476.0,,,,,,,,,
2320,023377,PROFESSIONAL SKILLS INSTITUTE,,OH,NaN,Proprietary,Subsidized,108,108,386415.0,117,135199.0,016568,PROFESSIONAL SKILLS INSTITUTE,20 ARCO DR,TOLEDO,OH,43607.0,,,
2332,021744,TRIANGLE TECH,,PA,NaN,Proprietary,Subsidized,40,40,150991.0,41,76371.0,007839,TRIANGLE TECH,1940 PERRYSVILLE AVE,PITTSBURGH,PA,15214.0,,,
2332,021744,TRIANGLE TECH,,PA,NaN,Proprietary,Subsidized,40,40,150991.0,41,76371.0,014895,TRIANGLE TECH,222 EAST PITTSBURGH ST SUITE A,GREENSBURG,PA,15601.0,,,
2332,021744,TRIANGLE TECH,,PA,NaN,Proprietary,Subsidized,40,40,150991.0,41,76371.0,015326,TRIANGLE TECH,225 TANNERY ROW ROAD,FALLS CREEK,PA,15840.0,,,
2333,022385,CENTRAL OKLAHOMA COLLEGE,,OK,NaN,Proprietary,Subsidized,68,68,199500.0,74,72759.0,,,,,,,,,
2338,010418,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,,,NaN,Foreign-Private,Subsidized,49,49,226000.0,52,118750.0,,,,,,,,,
2340,010434,RENTON TECHNICAL COLLEGE,,WA,NaN,Public,Subsidized,69,69,214600.0,94,92388.0,014001,RENTON TECHNICAL COLLEGE,3000 NORTHEAST FOURTH ST,RENTON,WA,98056.0,,,
2347,026063,PAUL MITCHELL THE SCHOOL WICHITA,,KS,NaN,Proprietary,Subsidized,37,37,115102.0,40,60550.0,013791,PAUL MITCHELL THE SCHOOL WICHITA,3242 NORTH ROCK ROAD SUITE 106,WICHITA,KS,67226.0,,,
2348,023154,NORTHEAST TEXAS COMMUNITY COLLEGE,,TX,NaN,Public,Subsidized,193,193,712554.0,193,178189.0,016396,NORTHEAST TEXAS COMMUNITY COLLEGE,BX1307 FM #1735 CHAPEL HILL RD,MOUNT PLEASANT,TX,75456.0,,,
2349,010520,TRINITY LABAN CONSERVATOIRE OF MUSIC AND DANCE,,,NaN,Foreign-Public,Subsidized,1,1,3500.0,1,1167.0,,,,,,,,,
2356,010588,AUSTRALIAN NATIONAL UNIVERSITY,,,NaN,Foreign-Public,Subsidized,2,2,7000.0,2,3500.0,,,,,,,,,
2357,010594,"RICHMOND, THE AMERICAN INTERNATIONAL UNIVERSITY IN LONDON",,,NaN,Foreign-Private,Subsidized,44,44,200750.0,44,101500.0,,,,,,,,,
2360,020537,EASTWICK COLLEGE,,NJ,NaN,Proprietary,Subsidized,113,113,402554.0,125,156442.0,013618,EASTWICK COLLEGE,10 SOUTH FRANKLIN TURNPIKE,RAMSEY,NJ,7446.0,,,
2364,010676,UNIVERSIDAD DE MONTERREY,,,NaN,Foreign-Private,Subsidized,10,10,47000.0,10,23500.0,,,,,,,,,
2365,010681,MACQUARIE UNIVERSITY,,,NaN,Foreign-Public,Subsidized,10,10,40000.0,10,20000.0,,,,,,,,,
2366,021601,GENEVA GENERAL HOSPITAL,,NY,NaN,Private-Nonprofit,Subsidized,67,67,214756.0,67,114678.0,015230,GENEVA GENERAL HOSPITAL,196-198 NORTH STREET,GENEVA,NY,14456.0,,,
2367,010692,UNIVERSITY OF QUEENSLAND (THE),,,NaN,Foreign-Public,Subsidized,1,1,5500.0,1,2750.0,,,,,,,,,
2369,010720,RYERSON UNIVERSITY,,,NaN,Foreign-Public,Subsidized,15,15,57002.0,15,29376.0,,,,,,,,,
2373,020522,BLACK RIVER TECHNICAL COLLEGE,,AR,NaN,Public,Subsidized,144,144,512317.0,144,162534.0,011948,BLACK RIVER TECHNICAL COLLEGE,BOX 468,POCAHONTAS,AR,72455.0,,,
2374,020983,WESTERN TECHNICAL COLLEGE,,TX,NaN,Proprietary,Subsidized,195,195,702932.0,269,460268.0,014535,WESTERN TECHNICAL COLLEGE,9624 PLAZA CIRCLE,EL PASO,TX,79927.0,,,
2377,005335,CENTRAL PENNSYLVANIA INSTITUTE OF SCIENCE AND TECHNOLOGY,,PA,NaN,Public,Subsidized,37,37,117888.0,38,59192.0,,,,,,,,,
2380,021174,BECK SCHOOL OF PRACTICAL NURSING,,IL,NaN,Public,Subsidized,46,46,140616.0,47,70956.0,,,,,,,,,
2381,022706,LIFE PACIFIC UNIVERSITY,,CA,NaN,Private-Nonprofit,Subsidized,46,46,222596.0,46,110762.0,016029,LIFE PACIFIC UNIVERSITY,1100 WEST COVINA BLVD,SAN DIMAS,CA,91773.0,,,
2384,010864,UNIVERSITY OF DUNDEE,,,NaN,Foreign-Public,Subsidized,7,7,31500.0,7,15750.0,,,,,,,,,
2385,022612,G SKIN & BEAUTY INSTITUTE,,IL,NaN,Proprietary,Subsidized,35,35,85157.0,35,43438.0,015965,G SKIN & BEAUTY INSTITUTE,90 W HILLCREST BOULEVARD SUITE 302,SCHAUMBURG,IL,60195.0,,,
2385,022612,G SKIN & BEAUTY INSTITUTE,,IL,NaN,Proprietary,Subsidized,35,35,85157.0,35,43438.0,016841,G SKIN & BEAUTY INSTITUTE,1200 HARGER ROAD,OAK BROOK,IL,60523.0,,,
2391,021963,COLLINS CAREER TECHNICAL CENTER,,OH,NaN,Public,Subsidized,86,86,283184.0,89,143256.0,015524,COLLINS CAREER TECHNICAL CENTER,11627 STATE ROUTE 243,CHESAPEAKE,OH,45619.0,,,
2392,010977,UNIVERSIDAD CENTRAL DEL ESTE,,,NaN,Foreign-Private,Subsidized,2,2,9500.0,2,4750.0,,,,,,,,,
2393,021173,GREAT OAKS CAREER CAMPUSES-SCARLET OAKS,,OH,NaN,Public,Subsidized,75,75,250550.0,76,126399.0,,,,,,,,,
2399,011094,UNIVERSITY OF WESTERN AUSTRALIA (THE),,,NaN,Foreign-Public,Subsidized,1,1,5500.0,1,5500.0,,,,,,,,,
2400,022092,TAYLORTOWN SCHOOL OF BEAUTY,,MI,NaN,Proprietary,Subsidized,40,40,136928.0,40,69178.0,015615,TAYLORTOWN SCHOOL OF BEAUTY,23015 ECORSE,TAYLOR,MI,48180.0,,,
2403,022980,DESIGN INSTITUTE OF SAN DIEGO,,CA,NaN,Proprietary,Subsidized,45,45,199127.0,45,99564.0,016233,DESIGN INSTITUTE OF SAN DIEGO,8555 COMMERCE AVENUE,SAN DIEGO,CA,92121.0,,,
2407,021171,ART INSTITUTE OF HOUSTON (THE),,TX,NaN,Proprietary,Subsidized,158,162,636709.0,284,386843.0,,,,,,,,,
2412,009054,WEST VIRGINIA NORTHERN COMMUNITY COLLEGE-WHEELING CAMPUS,,WV,NaN,Public,Subsidized,133,133,218006.0,133,109064.0,,,,,,,,,
2415,023328,CENTER FOR EMPLOYMENT TRAINING,,CA,NaN,Private-Nonprofit,Subsidized,100,100,326003.0,100,162996.0,016516,CENTER FOR EMPLOYMENT TRAINING,701 VINE ST,SAN JOSE,CA,95110.0,,,
2416,025410,ALASKA CAREER COLLEGE,,AK,NaN,Proprietary,Subsidized,25,25,81126.0,25,41688.0,017066,ALASKA CAREER COLLEGE,1415 E. TUDOR ROAD,ANCHORAGE,AK,99507.0,,,
2418,023172,MARANATHA BAPTIST UNIVERSITY,,WI,NaN,Private-Nonprofit,Subsidized,148,148,648653.0,148,348253.0,016394,MARANATHA BAPTIST UNIVERSITY,745 WEST MAIN STREET,WATERTOWN,WI,53094.0,,,
2423,023344,CENTURA COLLEGE,,VA,NaN,Proprietary,Subsidized,272,277,853166.0,303,459222.0,016538,CENTURA COLLEGE,2697 DEAN DR  STE 100,VIRGINIA BEACH,VA,23452.0,,,
2426,005365,YORK COUNTY SCHOOL OF TECHNOLOGY,,PA,NaN,Public,Subsidized,43,43,139065.0,43,69864.0,,,,,,,,,
2427,025454,NORTH AMERICAN TRADE SCHOOLS,,MD,NaN,Proprietary,Subsidized,149,150,362045.0,236,205011.0,017074,NORTH AMERICAN TRADE SCHOOLS,6901 SECURITY BOULEVARD,BALTIMORE,MD,21244.0,,,
2429,031643,CREATIVE CENTER (THE),OMAHA,NE,68164,Proprietary,Subsidized,20,20,96898.0,20,48449.0,,,,,,,,,
2433,011683,FRANKLIN UNIVERSITY SWITZERLAND,,,NaN,Foreign-Private,Subsidized,35,35,153464.0,35,76732.0,,,,,,,,,
2440,022664,CENTRAL CHRISTIAN COLLEGE OF THE BIBLE,,MO,NaN,Private-Nonprofit,Subsidized,50,50,179197.0,50,85654.0,,,,,,,,,
2448,007669,SOUTHWEST WISCONSIN TECHNICAL COLLEGE,,WI,NaN,Public,Subsidized,255,255,878848.0,255,230731.0,,,,,,,,,
2453,021122,GREAT LAKES INSTITUTE OF TECHNOLOGY,,PA,NaN,Proprietary,Subsidized,42,42,126258.0,44,54023.0,014820,GREAT LAKES INSTITUTE OF TECHNOLOGY,5100 PEACH STREET,ERIE,PA,16509.0,,,
2455,021435,STERLING COLLEGE,,VT,NaN,Private-Nonprofit,Subsidized,54,54,118157.0,54,118157.0,014991,STERLING COLLEGE,P.O. BOX 72,CRAFTSBURY COMMON,VT,5827.0,,,
2457,022305,OGLE SCHOOL HAIR SKIN NAILS,,TX,NaN,Proprietary,Subsidized,220,226,531304.0,271,284343.0,013016,OGLE SCHOOL HAIR SKIN NAILS,2200 WEST PARK ROW DRIVE,ARLINGTON,TX,76013.0,,,
2457,022305,OGLE SCHOOL HAIR SKIN NAILS,,TX,NaN,Proprietary,Subsidized,220,226,531304.0,271,284343.0,015596,OGLE SCHOOL HAIR SKIN NAILS,6125 SOUTHWEST LOOP 820,FORT WORTH,TX,76132.0,,,
2457,022305,OGLE SCHOOL HAIR SKIN NAILS,,TX,NaN,Proprietary,Subsidized,220,226,531304.0,271,284343.0,015602,OGLE SCHOOL HAIR SKIN NAILS,720-B ARCADIA STREET,HURST,TX,76053.0,,,
