OPE ID,School,State,Zip Code,School Type,PROCESSED IN Q2 Dependent Students,PROCESSED IN Q2 Independent Students,PROCESSED IN Q2 Quarterly Total,AWARD YEAR TO DATE Dependent Students,AWARD YEAR TO DATE Independent Students,AWARD YEAR TO DATE Award Year To Date Total
560800,TRAVISS TECHNICAL COLLEGE               ,FL,33803-9709,Public       ,158,201,359,298,324,622
561200,MANATEE TECHNICAL COLLEGE               ,FL,34210-0000,Public       ,198,220,418,434,372,806
561201,MANATEE TECHNICAL COLLEGE - EAST CAMPUS ,FL,34211-0000,Public       ,109,143,252,239,245,484
675000,VALENCIA COMMUNITY COLLEGE              ,FL,32802-3028,Public       ,"6,760","5,128","11,888","16,260","10,409","26,669"
752500,RIVEROAK TECNICAL COLLEGE               ,FL,32060-0000,Public       ,36,70,106,60,127,187
752600,FLORIDA PANHANDLE TECHNICAL COLLEGE     ,FL,32428-1699,Public       ,34,67,101,63,127,190
755800,FORT MYERS TECHNICAL COLLEGE            ,FL,33916-2299,Public       ,255,166,421,528,284,812
787000,HILLSBOROUGH COMMUNITY COLLEGE          ,FL,33606-3572,Public       ,"2,942","3,505","6,447","6,877","6,244","13,121"
789300,FLAGLER COLLEGE                         ,FL,32085-1027,Private      ,"1,482",148,"1,630","4,914",312,"5,226"
789301,FLAGLER COLLEGE - TALLAHASSEE COMMUNITY ,FL,32304-2895,Private      ,69,81,150,200,153,353
807500,ST JOHN VIANNEY COLLEGE SEMINARY        ,FL,33165-3244,Private      ,1,2,3,8,5,13
822108,UNIVERSAL TEC INSTITUTE SOUTH FL MIRAMAR,FL,33027-4139,Proprietary  ,75,36,111,286,71,357
822300,ST. VINCENT DE PAUL REGIONAL SEMINARY   ,FL,33436-0000,Private      ,0,3,3,3,4,7
869410,RASMUSSEN UNIVERSITY - OCALA            ,FL,34474-6226,Proprietary  ,181,"2,102","2,283",332,"2,855","3,187"
869411,RASMUSSEN UNIVERSITY - CENTRAL PASCO    ,FL,33556-3720,Proprietary  ,82,559,641,143,750,893
869413,RASMUSSEN UNIVERSITY - FORT MYERS       ,FL,33905-7805,Proprietary  ,134,575,709,235,830,"1,065"
869420,RASMUSSEN UNIVERSITY - TAMPA            ,FL,33511-9558,Proprietary  ,110,673,783,200,932,"1,132"
869425,RASMUSSEN UNIVERSITY - ORLANDO          ,FL,32714-3339,Proprietary  ,59,541,600,122,774,896
884800,WARNER UNIVERSITY                       ,FL,33859-8725,Private      ,413,129,542,801,198,999
884900,PALM BEACH ATLANTIC UNIVERSITY          ,FL,33401-6505,Private      ,"1,315",507,"1,822","3,826",829,"4,655"
887800,MIAMI INTERNATIONAL UNIV ART&DESIGN     ,FL,33132-1418,Proprietary  ,251,328,579,723,528,"1,251"
963500,FLORIDA INTERNATIONAL UNIVERSITY        ,FL,33199-0001,Public       ,"12,107","8,756","20,863","38,784","17,862","56,646"
984100,UNIVERSITY OF NORTH FLORIDA             ,FL,32224-2645,Public       ,"4,382","1,956","6,338","17,321","3,966","21,287"
990200,SHERIDAN TECHNICAL COLLEGE              ,FL,33021-3399,Public       ,201,371,572,380,575,955
1016100,LORAINES ACADEMY & SPA                  ,FL,33710-0000,Proprietary  ,13,39,52,17,61,78
1019500,ART INSTITUTE OF FORT LAUDERDALE (THE)  ,FL,33316-3013,Proprietary  ,46,65,111,144,115,259
1065200,PASCO - HERNANDO STATE COLLEGE          ,FL,34654-5199,Public       ,999,"1,071","2,070","2,193","1,902","4,095"
1072401,CARLOS ALBIZU UNIVERSITY                ,FL,33172-0000,Private      ,27,289,316,60,455,515
1082600,TOM P. HANEY TECHNICAL CENTER           ,FL,32405-5099,Public       ,61,132,193,150,247,397
1226300,ATLANTIC TECHNICAL CENTER               ,FL,33063-3902,Public       ,139,209,348,332,397,729
1254400,FIRST COAST TECHNICAL COLLEGE           ,FL,32084-1921,Public       ,73,136,209,141,232,373
1257400,RINGLING COLLEGE OF ART AND DESIGN      ,FL,34234-5895,Private      ,928,123,"1,051","3,030",235,"3,265"
1303904,SOUTH UNIVERSITY - WEST PALM BEACH      ,FL,33409-5149,Proprietary  ,63,265,328,177,496,673
1323400,LORENZO WALKER TECHNICAL COLLEGE        ,FL,34104-4405,Public       ,81,68,149,188,116,304
2089600,CONCORDE CAREER INSTITUTE               ,FL,32256-6905,Proprietary  ,87,422,509,129,653,782
2115300,PINELLAS TECHNICAL COLLEGE ST PETERSBURG,FL,33711-0000,Public       ,236,456,692,487,733,"1,220"
2148200,FASHION FOCUS HAIR ACADEMY              ,FL,34231-4815,Proprietary  ,3,11,14,16,18,34
2149900,PAUL MITCHELL THE SCHOOL JACKSONVILLE   ,FL,32246-4737,Proprietary  ,34,79,113,72,130,202
2151900,KEISER  UNIVERSITY                      ,FL,33309-0000,Private      ,"2,353","6,299","8,652","4,879","9,152","14,031"
2159600,BAPTIST COLLEGE OF FLORIDA (THE)        ,FL,32440-0000,Private      ,39,44,83,86,69,155
2172700,CONCORDE CAREER INSTITUTE               ,FL,33607-0000,Proprietary  ,69,222,291,144,392,536
2188900,HOBE SOUND BIBLE COLLEGE                ,FL,33475-0000,Private      ,12,14,26,16,19,35
2228300,LAKE TECHNICAL COLLEGE                  ,FL,32726-0000,Public       ,130,270,400,215,441,656
2257900,INTERNATIONAL ACADEMY                   ,FL,32119-3541,Proprietary  ,16,63,79,25,86,111
2260607,NUC UNIVERSITY - FLORIDA TECHNICAL COLLE,FL,32826-2707,Proprietary  ,304,"1,262","1,566",496,"2,061","2,557"
2260608,NUC UNIVERSITY - FLORIDA TECHNICAL COLLE,FL,33813-2101,Proprietary  ,20,120,140,51,184,235
2260609,NUC UNIVERSITY - FLORIDA TECHNICAL COLLE,FL,32720-7415,Proprietary  ,19,111,130,30,172,202
2275100,CONCORDE CAREER INSTITUTE               ,FL,33025-0000,Proprietary  ,36,115,151,77,185,262
2278800,SOUTHWEST FLORIDA COLLEGE               ,FL,33907-0000,Proprietary  ,124,163,287,283,258,541
2278801,SOUTHWEST FLORIDA COLLEGE - TAMPA       ,FL,33619-1344,Proprietary  ,115,193,308,337,323,660
2278803,SOUTHWEST FLORIDA COLLEGE - PORT CHARLOT,FL,33953-3100,Proprietary  ,59,89,148,99,173,272
2279600,CORTIVA INSTITUTE                       ,FL,33781-0000,Proprietary  ,19,70,89,26,90,116
2287100,LA BELLE BEAUTY SCHOOL                  ,FL,33012-3224,Proprietary  ,7,10,17,20,12,32
2297000,CHARLOTTE TECHNICAL COLLEGE             ,FL,33948-0000,Public       ,58,63,121,89,118,207
2300900,WITHLACOOCHEE TECHNICAL COLLEGE         ,FL,34450-4696,Public       ,59,75,134,105,139,244
2305800,FLORIDA CAREER COLLEGE                  ,FL,33174-2521,Proprietary  ,198,610,808,342,988,"1,330"
2305801,FLORIDA CAREER COLLEGE                  ,FL,33024-6916,Proprietary  ,61,174,235,116,289,405
2305802,FLORIDA CAREER COLLEGE - WEST PALM BEACH,FL,33417-4326,Proprietary  ,127,231,358,235,381,616
2305803,FLORIDA CAREER COLLEGE -HIALEAH         ,FL,33012-7028,Proprietary  ,10,21,31,26,32,58
2305804,FLORIDA CAREER COLLEGE - LAUDERDALE LAKE,FL,33319-5617,Proprietary  ,59,234,293,122,376,498
2305805,FLORIDA CAREER COLLEGE -  TAMPA         ,FL,33619-8347,Proprietary  ,170,439,609,338,721,"1,059"
2305806,FLORIDA CAREER COLLEGE - JACKSONVILLE   ,FL,32244-6663,Proprietary  ,177,483,660,297,786,"1,083"
2305807,FLORIDA CAREER COLLEGE - BOYNTON BEACH  ,FL,33426-8205,Proprietary  ,46,124,170,104,232,336
2305808,FLORIDA CAREER COLLEGE - MARGATE        ,FL,33063-7011,Proprietary  ,61,150,211,109,269,378
2305811,FLORIDA CAREER COLLEGE - ORLANDO        ,FL,32807-3528,Proprietary  ,140,183,323,294,331,625
2307400,GEORGE STONE TECHNICAL COLLEGE          ,FL,32526-0000,Public       ,89,179,268,178,284,462
2314100,SCHILLER INTERNATIONAL UNIVERSITY       ,FL,33770-0000,Proprietary  ,7,13,20,16,22,38
2316200,MIAMI LAKES EDUCATIONAL CENTER AND TECHN,FL,33014-0000,Public       ,53,107,160,100,175,275
2321200,ORANGE TECHNICAL COLLEGE - WESTSIDE CAMP,FL,34787-3798,Public       ,89,85,174,184,144,328
2325100,KEY COLLEGE                             ,FL,33004-3046,Proprietary  ,4,10,14,8,13,21
2326800,MERIDIAN COLLEGE                        ,FL,34240-8478,Proprietary  ,13,59,72,27,93,120
2326900,SUNSTATE ACADEMY OF HAIR DESIGN         ,FL,33907-1415,Private      ,39,68,107,68,97,165
2329900,FLORIDA INSTITUTE OF ULTRASOUND         ,FL,32514-4913,Proprietary  ,29,53,82,72,88,160
2338400,FT PIERCE BEAUTY ACADEMY                ,FL,34982-0000,Proprietary  ,10,49,59,27,69,96
2362100,FULL SAIL UNIVERSITY                    ,FL,32792-0000,Proprietary  ,"4,365","10,094","14,459","9,277","15,450","24,727"
2499000,ACADEMY OF COSMETOLOGY                  ,FL,32953-3311,Proprietary  ,35,55,90,97,105,202
2501500,ORANGE TECHNICAL COLLEGE - MID FLORIDA C,FL,32809-3799,Public       ,259,315,574,532,526,"1,058"
2504600,ORANGE TECHNICAL COLLEGE-WINTER PARK CAM,FL,32789-3098,Public       ,47,73,120,122,118,240
2508900,TALMUDIC COLLEGE OF FLORIDA             ,FL,33139-0000,Private      ,6,2,8,9,5,14
2511700,RIDGE TECHNICAL COLLEGE                 ,FL,33881-0000,Public       ,151,206,357,277,319,596
2513200,ORANGE TECHNICAL COLLEGE - ORLANDO CAMPU,FL,32801-1197,Public       ,252,312,564,514,539,"1,053"
2515400,CITY COLLEGE                            ,FL,33024-4045,Proprietary  ,26,76,102,54,111,165
2517100,SARASOTA SCHOOL OF MASSAGE THERAPY      ,FL,34243-6130,Proprietary  ,9,34,43,18,60,78
2524000,JONES TECHNICAL INSTITUTE               ,FL,32256-0367,Private      ,119,175,294,203,268,471
2524200,ROBERT MORGAN EDUCATIONAL CENTER & TECHN,FL,33177-0000,Public       ,87,91,178,155,154,309
2531803,PAUL MITCHELL THE SCHOOL ORLANDO        ,FL,32765-6444,Proprietary  ,34,42,76,58,67,125
2531805,PAUL MITCHELL THE SCHOOL TAMPA          ,FL,33625-0000,Proprietary  ,38,73,111,71,128,199
2547600,FLORIDA NATIONAL UNIVERSITY             ,FL,33012-4108,Proprietary  ,246,612,858,623,"1,494","2,117"
2547601,FLORIDA NATIONAL UNIVERSITY - SOUTH CAMP,FL,33175-2478,Proprietary  ,192,397,589,501,786,"1,287"
2547602,FLORIDA NATIONAL UNIVERSITY - TRAINING A,FL,33012-4108,Proprietary  ,25,132,157,61,206,267
2554200,RADFORD LOCKLIN TECH CENTER             ,FL,32570-0000,Public       ,53,46,99,85,72,157
2573200,LA BELLE BEAUTY ACADEMY                 ,FL,33135-0000,Proprietary  ,14,16,30,28,25,53
2583001,GWINNETT INSTITUTE                      ,FL,32826-9998,Proprietary  ,23,194,217,72,294,366
2601600,BREWSTER TECHNICAL COLLEGE              ,FL,33602-0000,Public       ,57,103,160,112,182,294
2612700,"SALON PROFESSIONAL ACADEMY - MELBOURNE, ",FL,32904-3919,Proprietary  ,30,79,109,43,121,164
3003600,WILLIAM T MCFATTER TECHNICAL COLLEGE    ,FL,33317-7499,Public       ,115,186,301,238,313,551
3008600,CORTIVA INSTITUTE                       ,FL,33064-1342,Proprietary  ,26,75,101,48,123,171
3012300,ASM BEAUTY WORLD ACADEMY                ,FL,33024-1954,Proprietary  ,4,16,20,13,23,36
3018500,BENE'S CAREER ACADEMY                   ,FL,34652-1636,Proprietary  ,26,122,148,38,171,209
3028200,TRINITY COLLEGE OF FLORIDA              ,FL,34655-4401,Private      ,25,34,59,70,65,135
3035900,NATIONAL AVIATION ACADEMY               ,FL,33760-3931,Proprietary  ,146,173,319,240,327,567
3037500,HODGES UNIVERSITY                       ,FL,33966-1018,Private      ,105,273,378,225,430,655
3071600,COLLEGE OF BUSINESS & TECHNOLOGY        ,FL,33174-2401,Proprietary  ,92,411,503,208,467,675
3077703,DECKER SCHOOL OF CONSTRUCTION CRAFTS INC,FL,32224-2637,Proprietary  ,2,16,18,5,26,31
3078000,MIAMI MEDIA SCHOOL                      ,FL,33126-1823,Proprietary  ,0,10,10,8,15,23
3079800,GEORGE T. BAKER AVIATION TECHNICAL COLG ,FL,33142-5687,Public       ,87,100,187,168,147,315
3079900,CITY COLLEGE                            ,FL,32714-3129,Proprietary  ,19,100,119,39,143,182
3089200,NOUVELLE INSTITUTE                      ,FL,33125-4141,Proprietary  ,3,3,6,3,6,9
3099600,MERCY HOSPITAL SCHOOL OF PRACTICAL NSG  ,FL,33133-4237,Proprietary  ,10,23,33,27,46,73
3100800,TAYLOR TECHNICAL INSTITUTE              ,FL,32348-0894,Public       ,23,29,52,35,50,85
3101900,TRINITY BAPTIST COLLEGE                 ,FL,32221-1398,Private      ,97,48,145,247,113,360
3103900,MARION COUNTY COMMUNITY TECH & ADUL     ,FL,34474-3172,Public       ,114,269,383,211,465,676
3108500,EVERGLADES UNIVERSITY                   ,FL,33431-0000,Private      ,186,779,965,403,"1,236","1,639"
3108600,COM-PU-MED VOCATIONAL CAREERS           ,FL,33012-4861,Proprietary  ,18,151,169,31,261,292
3114700,PRAXIS INSTITUTE                        ,FL,33135-2657,Proprietary  ,8,67,75,12,83,95
3115500,ADVENTHEALTH                            ,FL,32803-1237,Private      ,412,750,"1,162","1,141","1,284","2,425"
3123900,SOUTHEASTERN COLLEGE                    ,FL,33411-0000,Proprietary  ,104,319,423,209,463,672
3125600,MIAMI AD SCHOOL                         ,FL,33127-5203,Proprietary  ,12,48,60,38,87,125
3127900,OSCEOLA TECHNICAL COLLEGE               ,FL,34744-4459,Public       ,215,141,356,386,244,630
3158300,CAPE CORAL TECHNICAL COLLEGE            ,FL,33993-2479,Public       ,105,62,167,198,98,296
3171300,UNIVERSITY OF ST. AUGUSTINE FOR HEALTH S,FL,32084-4215,Proprietary  ,33,"1,231","1,264",119,"2,200","2,319"
3224300,NEW PROFESSIONS TECHNICAL INSTITUTE     ,FL,33134-1640,Proprietary  ,18,145,163,41,371,412
3230300,OKALOOSA TECHNICAL COLLEGE AND CHOICE HI,FL,32547-1299,Public       ,53,100,153,95,181,276
3238300,FLORIDA COLLEGE OF INTEGRATIVE MED      ,FL,32809-5721,Proprietary  ,32,61,93,94,118,212
3255300,FLORIDA GULF COAST UNIVERSITY           ,FL,33965-6565,Public       ,"4,850","1,475","6,325","19,161","3,077","22,238"
3256300,YESHIVA GEDOLAH RABBINICAL COLLEGE      ,FL,33139-4708,Private      ,1,2,3,6,2,8
3264300,SOUTH FLORIDA BIBLE COLLEGE AND THEOLOGI,FL,33441-5768,Private      ,9,51,60,17,80,97
3346300,ACADEMY FOR NURSING AND HEALTH OCCUPATIO,FL,33417-4574,Private      ,95,184,279,255,372,627
3373300,BEACON COLLEGE                          ,FL,34748-5224,Private      ,190,58,248,415,90,505
3374300,FLORIDA COASTAL SCHOOL OF LAW           ,FL,32256-8528,Proprietary  ,18,64,82,43,126,169
3382300,NORTH FLORIDA TECHNICAL COLLEGE         ,FL,32091-2434,Public       ,18,57,75,43,80,123
3411400,INTERNATIONAL TRAINING CAREERS          ,FL,33155-1462,Private      ,3,11,14,11,16,27
3414500,ACUPUNCTURE AND MASSAGE COLLEGE         ,FL,33176-1509,Proprietary  ,15,76,91,44,129,173
3429600,ATLANTIC INST OF ORIENTAL MEDICINE      ,FL,33316-0000,Private      ,4,37,41,13,65,78
3429700,EAST WEST COLLG OF NATURAL MEDICINE     ,FL,34236-4959,Proprietary  ,4,38,42,9,56,65
3433400,NEW CONCEPT MASSAGE AND BEAUTY SCHO     ,FL,33144-0000,Proprietary  ,5,22,27,9,38,47
3434300,FORTIS COLLEGE                          ,FL,32065-5813,Proprietary  ,29,176,205,54,320,374
3480302,FORTIS COLLEGE - FORTIS INSTITUTE       ,FL,34952-0000,Proprietary  ,56,234,290,103,368,471
3491400,AMERICAN ADVANCED TECHNICIANS INST      ,FL,33014-4430,Proprietary  ,9,21,30,20,32,52
3549300,ULTIMATE MEDICAL ACADEMY                ,FL,33756-4917,Private      ,293,"6,272","6,565",443,"8,924","9,367"
3557300,NORTH FLORIDA COSMETOLOGY INSTITUTE     ,FL,32312-0000,Proprietary  ,39,55,94,91,106,197
3570400,ENGLISH CENTER (THE)                    ,FL,33133-2703,Public       ,1,20,21,5,29,34
3611400,FLORIDA BARBER ACADEMY                  ,FL,33317-3127,Proprietary  ,7,37,44,13,48,61
3627600,FLORIDA EDUCATION INSTITUTE             ,FL,33144-5036,Proprietary  ,34,260,294,60,321,381
3661400,SOUTH FLORIDA INSTITUTE OF TECHNOLO     ,FL,33135-0000,Proprietary  ,100,"1,260","1,360",194,"1,663","1,857"
3691400,AVE MARIA SCHOOL OF LAW                 ,FL,34119-1376,Private      ,27,177,204,48,277,325
3696400,SABER                                   ,FL,33134-1604,Private      ,7,54,61,11,67,78
3698308,WEST COAST UNIVERSITY - MIAMI           ,FL,33178-2431,Proprietary  ,126,315,441,248,572,820
3706300,HOLLYWOOD INSTITUTE                     ,FL,33063-3901,Proprietary  ,16,47,63,20,62,82
3757300,ADVANCE SCIENCE COLLEGE                 ,FL,33012-0000,Proprietary  ,13,24,37,34,50,84
3801400,BEAUTY INSTITUTE (THE)                  ,FL,33409-2972,Proprietary  ,21,32,53,39,53,92
3816300,ARTISTIC NAILS & BEAUTY ACADEMY         ,FL,33605-5919,Proprietary  ,59,153,212,122,233,355
3823300,FLORIDA ACADEMY OF HEALTH & BEAUTY      ,FL,33311-0000,Proprietary  ,15,29,44,30,47,77
3830303,SAE INSTITUTE OF TECHNOLOGY - MIAMI     ,FL,33160-4307,Proprietary  ,26,47,73,46,57,103
3842500,CAMBRIDGE COLLEGE OF HEALTHCARE & TECHNO,FL,32701-0000,Proprietary  ,57,132,189,160,409,569
3856500,FLORIDA SCHOOL OF TRADITIONAL MIDWIFERY ,FL,32601-5507,Private      ,10,44,54,23,75,98
3888300,DRAGON RISES COLLEGE OF ORIENTAL MEDICIN,FL,32601-5089,Private      ,2,17,19,5,30,35
3903500,SOUTHERN TECHNICAL COLLEGE              ,FL,32809-0000,Proprietary  ,275,539,814,525,926,"1,451"
3907301,PAUL MITCHELL THE SCHOOL GREAT LAKES PA ,FL,33913-0000,Proprietary  ,31,38,69,60,56,116
3939600,DAYTONA COLLEGE                         ,FL,32174-8445,Proprietary  ,41,134,175,106,191,297
3941300,AVE MARIA UNIVERSITY                    ,FL,34142-9505,Private      ,522,54,576,"1,448",98,"1,546"
3957400,NEW COLLEGE OF FLORIDA                  ,FL,34243-2109,Public       ,281,92,373,"1,680",211,"1,891"
3985300,CDA TECHNICAL INSTITUTE                 ,FL,32208-4131,Proprietary  ,0,0,0,10,5,15
3986300,AVIATOR COLLEGE OF AERONAUTICAL SCIENCE ,FL,34946-9022,Proprietary  ,42,60,102,103,92,195
4016500,AMERICAN INSTITUTE OF BEAUTY            ,FL,33773-0000,Proprietary  ,57,145,202,100,272,372
4029300,TRENDSETTERS OF FLORIDA SCHOOL OF BEAUTY,FL,32205-4737,Proprietary  ,15,22,37,22,37,59
4038302,ATA COLLEGE-ATA CAREER EDUCATION        ,FL,34606-4300,Proprietary  ,21,162,183,33,247,280
4083400,CAMBRIDGE COLG OF HEALTHCARE & TECHNOLOG,FL,33484-6543,Proprietary  ,107,502,609,235,900,"1,135"
4105400,PENSACOLA SCHOOL OF MASSAGE THERAPY & HE,FL,32504-7337,Proprietary  ,8,46,54,14,68,82
4106300,PALM BEACH ACADEMY OF HEALTH & BEAUTY   ,FL,33403-2130,Proprietary  ,6,19,25,16,30,46
4116400,FUTURE-TECH INSTITUTE                   ,FL,33135-4142,Proprietary  ,3,3,6,30,12,42
4116600,TAYLOR COLLEGE                          ,FL,34420-8714,Proprietary  ,20,186,206,38,332,370
4119400,AVEDA INSTITUTE - SAINT PETERSBURG      ,FL,33701-4242,Proprietary  ,183,295,478,309,481,790
4120400,PAUL MITCHELL THE SCHOOL MIAMI          ,FL,33156-0000,Proprietary  ,22,25,47,42,42,84
4126900,ACADEMY OF CAREER TRAINING              ,FL,34741-4644,Proprietary  ,58,103,161,122,169,291
4128400,MIAMI REGIONAL UNIVERSITY               ,FL,33126-5473,Proprietary  ,75,398,473,183,749,932
4129900,FLORIDA SCHOOL OF MASSAGE               ,FL,32608-5419,Proprietary  ,6,35,41,19,73,92
4130400,SHEAR EXCELLENCE INTERNATIONAL HAIR ACAD,FL,33614-2783,Proprietary  ,8,42,50,14,59,73
4133500,ACADEMY FOR FIVE ELEMENT ACUPUNCTURE    ,FL,32601-6811,Private      ,4,34,38,16,66,82
4133900,FUTURA CAREER INSTITUTE                 ,FL,33012-3325,Proprietary  ,8,15,23,12,25,37
4134800,AVEDA INSTITUTE - TALLAHASSEE           ,FL,32304-3186,Proprietary  ,161,241,402,319,444,763
4135000,COZMO BEAUTY SCHOOL                     ,FL,34135-4810,Proprietary  ,10,8,18,20,17,37
4145900,CELEBRITY SCHOOL OF BEAUTY              ,FL,33144-4153,Proprietary  ,57,148,205,94,188,282
4146200,EMERALD COAST TECHNICAL COLLEGE         ,FL,32433-1557,Public       ,30,82,112,59,125,184
4146300,FRED K. MARCHMAN TECHNICAL COLLEGE      ,FL,34653-1211,Public       ,76,72,148,105,128,233
4148500,MEDICAL INSTITUTE OF PALM BEACH         ,FL,33463-3276,Proprietary  ,14,46,60,31,84,115
4150800,IMMOKALEE TECHNICAL COLLEGE             ,FL,34142-3146,Public       ,66,47,113,140,71,211
4151500,AMERICAN ACADEMY OF COSMETOLOGY         ,FL,32065-8026,Proprietary  ,37,51,88,73,87,160
4156300,UNIVERSITY OF FORT LAUDERDALE           ,FL,33313-5809,Private      ,82,29,111,172,39,211
4156400,AVIATION INSTITUTE OF MAINTENANCE       ,FL,32803-6487,Proprietary  ,112,201,313,200,303,503
4157100,L3HARRIS AEROSIM ACADEMY                ,FL,32773-9683,Proprietary  ,11,16,27,66,108,174
4158300,FLAGLER TECHNICAL COLLEGE               ,FL,32164-2399,Public       ,21,32,53,52,50,102
4162000,JOSE MARIA VARGAS UNIVERSITY            ,FL,33026-4534,Proprietary  ,7,32,39,10,63,73
4162500,HOLLYWOOD INSTITUTE OF BEAUTY CAREERS   ,FL,33023-6720,Proprietary  ,35,107,142,76,160,236
4163000,SUMMIT SALON ACADEMY                    ,FL,33624-6321,Proprietary  ,35,77,112,76,123,199
4163100,SUMMIT SALON ACADEMY - GAINESVILLE      ,FL,32607-1672,Proprietary  ,26,41,67,46,78,124
4163200,TENAJ SALON INSTITUTE                   ,FL,32162-9311,Proprietary  ,9,14,23,23,27,50
4164600,D. A. DORSEY TECHNICAL COLLEGE          ,FL,33147-6304,Public       ,14,40,54,25,64,89
4167300,SALON PROFESSIONAL ACADEMY (THE)        ,FL,33907-1015,Proprietary  ,25,32,57,41,49,90
4170300,BEAUTY ACADEMY OF SOUTH FLORIDA         ,FL,33016-2421,Proprietary  ,17,33,50,39,45,84
